customer_id,month,consumption_kwh,is_theft
2230,4,128.24,1
2230,5,293.89,0
2230,6,235.34,1
2230,7,246.07,1
2230,8,240.87,0
2230,9,106.92,1
2230,10,313.29,0
2230,11,195.26,1
2230,12,422.21,0
2231,1,217.87,1
2231,2,286.52,0
2231,3,300.28,0
2231,4,199.93,1
2231,5,201.23,1
2231,6,196.56,1
2231,7,194.9,1
2231,8,340.84,0
2231,9,125.37,1
2231,10,117.6,1
2231,11,216.01,0
2231,12,352.97,0
2232,1,390.52,0
2232,2,312.02,0
2232,3,209.92,0
2232,4,292.88,0
2232,5,77.43,1
2232,6,259.62,1
2232,7,160.48,1
2232,8,292.63,0
2232,9,377.48,0
2232,10,305.3,0
2232,11,321.53,0
2232,12,199.84,1
2233,1,351.14,0
2233,2,364.94,0
2233,3,324.47,0
2233,4,324.45,0
2233,5,323.97,0
2233,6,304.3,0
2233,7,237.06,0
2233,8,114.38,1
2233,9,296.4,0
2233,10,149.34,1
2233,11,302.99,0
2233,12,354.03,0
2234,1,274.91,0
2234,2,278.81,0
2234,3,314.09,0
2234,4,181.48,1
2234,5,282.43,0
2234,6,273.89,0
2234,7,118.32,1
2234,8,266.7,0
2234,9,329.1,0
2234,10,278.44,0
2234,11,202.37,1
2234,12,339.53,0
2235,1,362.02,0
2235,2,317.22,0
2235,3,266.37,1
2235,4,265.87,0
2235,5,383.3,0
2235,6,269.8,0
2235,7,323.97,0
2235,8,281.08,0
2235,9,148.52,1
2235,10,169.94,1
2235,11,124.47,1
2235,12,181.3,1
2236,1,337.26,0
2236,2,185.06,1
2236,3,104.88,1
2236,4,303.24,0
2236,5,345.89,0
2236,6,149.59,1
2236,7,208.7,1
2236,8,205.38,0
2236,9,289.79,0
2236,10,190.79,1
2236,11,262.36,0
2236,12,159.69,1
2237,1,261.7,0
2237,2,109.63,1
2237,3,257.98,1
2237,4,164.3,1
2237,5,161.72,1
2237,6,292.74,0
2237,7,278.41,0
2237,8,126.76,1
2237,9,345.19,0
2237,10,351.58,0
2237,11,306.41,0
2237,12,124.8,1
2238,1,382.49,0
2238,2,343.84,0
2238,3,213.62,1
2238,4,341.3,0
2238,5,306.28,0
2238,6,169.78,1
2238,7,342.56,0
2238,8,59.64,1
2238,9,210.62,1
2238,10,306.68,0
2238,11,234.55,0
2238,12,294.0,0
2239,1,274.23,0
2239,2,303.49,0
2239,3,318.57,0
2239,4,309.46,1
2239,5,154.8,1
2239,6,174.82,1
2239,7,331.98,0
2239,8,81.87,1
2239,9,235.08,0
2239,10,203.52,0
2239,11,168.1,1
2239,12,251.01,0
2240,1,260.26,1
2240,2,282.62,0
2240,3,247.82,1
2240,4,207.53,1
2240,5,294.46,0
2240,6,358.59,0
2240,7,298.56,0
2240,8,228.15,0
2240,9,227.6,0
2240,10,131.93,1
2240,11,222.19,0
2240,12,285.68,0
2241,1,132.94,1
2241,2,297.58,0
2241,3,315.12,0
2241,4,364.29,0
2241,5,345.98,0
2241,6,158.31,1
2241,7,260.91,0
2241,8,382.6,0
2241,9,220.83,0
2241,10,286.23,0
2241,11,269.48,0
2241,12,167.86,1
2242,1,284.8,0
2242,2,325.42,0
2242,3,363.8,0
2242,4,280.57,0
2242,5,266.61,0
2242,6,174.31,1
2242,7,182.42,1
2242,8,248.81,0
2242,9,227.53,1
2242,10,183.02,1
2242,11,172.44,1
2242,12,179.13,1
2243,1,224.09,1
2243,2,337.45,0
2243,3,274.71,0
2243,4,96.42,1
2243,5,377.1,0
2243,6,406.4,0
2243,7,345.13,0
2243,8,234.87,0
2243,9,103.2,1
2243,10,183.56,1
2243,11,358.78,0
2243,12,427.21,0
2244,1,294.61,0
2244,2,140.34,1
2244,3,301.59,0
2244,4,354.92,0
2244,5,215.31,0
2244,6,376.14,0
2244,7,286.12,0
2244,8,93.69,1
2244,9,208.07,0
2244,10,285.88,0
2244,11,251.85,0
2244,12,265.37,1
2245,1,344.01,0
2245,2,147.03,1
2245,3,343.26,0
2245,4,304.84,0
2245,5,313.27,0
2245,6,200.11,1
2245,7,246.91,1
2245,8,134.17,1
2245,9,328.27,0
2245,10,239.8,0
2245,11,276.04,0
2245,12,276.57,0
2246,1,257.22,1
2246,2,204.35,1
2246,3,331.76,0
2246,4,314.56,0
2246,5,351.75,0
2246,6,261.83,0
2246,7,344.47,0
2246,8,340.51,0
2246,9,232.4,0
2246,10,158.95,1
2246,11,209.86,1
2246,12,242.68,0
2247,1,328.57,0
2247,2,355.6,0
2247,3,62.88,1
2247,4,368.63,0
2247,5,106.74,1
2247,6,301.56,0
2247,7,306.98,0
2247,8,247.72,0
2247,9,120.03,1
2247,10,330.12,0
2247,11,45.75,1
2247,12,154.44,1
2248,1,229.12,0
2248,2,312.77,0
2248,3,257.9,0
2248,4,343.65,0
2248,5,255.48,0
2248,6,237.1,0
2248,7,337.66,0
2248,8,105.44,1
2248,9,299.27,0
2248,10,196.57,1
2248,11,358.61,0
2248,12,136.57,1
2249,1,339.02,0
2249,2,404.75,0
2249,3,314.69,0
2249,4,245.95,0
2249,5,279.56,0
2249,6,253.33,0
2249,7,146.34,1
2249,8,208.28,0
2249,9,185.61,1
2249,10,216.19,0
2249,11,204.43,0
2249,12,249.44,0
2250,1,268.91,0
2250,2,335.75,0
2250,3,90.83,1
2250,4,188.72,1
2250,5,183.74,0
2250,6,313.61,0
2250,7,259.3,0
2250,8,346.68,0
2250,9,339.08,0
2250,10,155.13,1
2250,11,227.93,1
2250,12,330.9,0
2251,1,96.19,1
2251,2,305.89,0
2251,3,162.12,1
2251,4,273.16,0
2251,5,362.88,0
2251,6,322.96,0
2251,7,311.02,0
2251,8,281.69,0
2251,9,225.28,0
2251,10,400.59,0
2251,11,140.18,1
2251,12,181.55,1
2252,1,295.25,0
2252,2,251.2,1
2252,3,344.89,0
2252,4,291.37,1
2252,5,324.46,0
2252,6,127.45,1
2252,7,259.19,0
2252,8,172.5,1
2252,9,121.55,1
2252,10,327.38,0
2252,11,301.87,0
2252,12,150.08,0
2253,1,234.04,1
2253,2,359.75,0
2253,3,247.97,0
2253,4,82.92,1
2253,5,172.39,1
2253,6,260.19,0
2253,7,175.9,1
2253,8,226.33,0
2253,9,243.68,0
2253,10,175.5,1
2253,11,197.89,0
2253,12,222.35,1
2254,1,190.02,1
2254,2,393.63,0
2254,3,78.52,1
2254,4,391.08,0
2254,5,312.2,0
2254,6,141.21,1
2254,7,223.17,1
2254,8,201.2,0
2254,9,112.23,1
2254,10,270.71,0
2254,11,267.8,0
2254,12,187.79,1
2255,1,311.46,0
2255,2,405.42,0
2255,3,158.73,1
2255,4,302.37,0
2255,5,368.36,0
2255,6,308.02,0
2255,7,337.41,0
2255,8,200.72,0
2255,9,141.82,1
2255,10,325.93,0
2255,11,254.65,0
2255,12,135.84,1
2256,1,141.71,1
2256,2,96.74,1
2256,3,401.42,0
2256,4,121.24,1
2256,5,254.69,1
2256,6,238.45,1
2256,7,333.49,0
2256,8,184.88,1
2256,9,253.6,0
2256,10,362.73,0
2256,11,364.14,0
2256,12,356.54,0
2257,1,395.23,0
2257,2,344.55,0
2257,3,298.03,0
2257,4,359.63,0
2257,5,209.36,1
2257,6,269.98,0
2257,7,155.12,1
2257,8,236.12,1
2257,9,308.34,0
2257,10,179.7,0
2257,11,371.71,0
2257,12,103.57,1
2258,1,275.06,1
2258,2,223.33,0
2258,3,323.78,0
2258,4,98.18,1
2258,5,292.03,0
2258,6,189.69,0
2258,7,147.0,1
2258,8,322.1,0
2258,9,137.9,1
2258,10,293.79,0
2258,11,191.77,1
2258,12,197.68,0
2259,1,145.17,1
2259,2,268.01,0
2259,3,381.9,0
2259,4,88.45,1
2259,5,89.02,1
2259,6,198.1,1
2259,7,239.19,0
2259,8,302.6,0
2259,9,254.84,0
2259,10,109.1,1
2259,11,335.82,0
2259,12,356.44,0
2260,1,200.27,1
2260,2,257.42,0
2260,3,350.89,0
2260,4,252.47,1
2260,5,319.35,0
2260,6,139.52,1
2260,7,100.62,1
2260,8,266.85,1
2260,9,277.3,0
2260,10,60.37,1
2260,11,229.23,1
2260,12,281.49,0
2261,1,315.89,0
2261,2,368.79,0
2261,3,297.61,0
2261,4,258.12,0
2261,5,163.05,1
2261,6,251.4,0
2261,7,155.78,1
2261,8,234.59,0
2261,9,331.15,0
2261,10,205.31,0
2261,11,114.36,1
2261,12,181.97,0
2262,1,203.59,1
2262,2,341.17,0
2262,3,297.74,0
2262,4,169.68,1
2262,5,347.42,0
2262,6,225.79,0
2262,7,252.97,0
2262,8,251.99,0
2262,9,156.3,1
2262,10,132.95,1
2262,11,335.57,0
2262,12,116.91,1
2263,1,271.15,1
2263,2,131.45,1
2263,3,314.23,0
2263,4,300.27,0
2263,5,309.61,0
2263,6,340.3,0
2263,7,107.45,1
2263,8,156.91,1
2263,9,252.27,1
2263,10,177.37,1
2263,11,261.68,1
2263,12,391.67,0
2264,1,319.38,0
2264,2,347.54,0
2264,3,264.74,1
2264,4,285.38,0
2264,5,231.74,0
2264,6,138.55,1
2264,7,78.24,1
2264,8,147.35,1
2264,9,224.35,1
2264,10,211.7,1
2264,11,346.46,0
2264,12,339.17,0
2265,1,376.47,0
2265,2,234.32,0
2265,3,102.32,1
2265,4,190.23,1
2265,5,136.01,1
2265,6,286.99,0
2265,7,338.07,0
2265,8,327.75,0
2265,9,266.73,0
2265,10,84.97,1
2265,11,245.55,1
2265,12,295.51,0
2266,1,262.17,0
2266,2,212.85,1
2266,3,361.4,0
2266,4,268.34,0
2266,5,162.09,1
2266,6,295.95,0
2266,7,303.32,0
2266,8,297.97,0
2266,9,272.14,0
2266,10,312.7,0
2266,11,134.2,1
2266,12,121.66,1
2267,1,326.5,0
2267,2,334.29,0
2267,3,321.71,0
2267,4,161.89,1
2267,5,312.61,0
2267,6,354.17,0
2267,7,250.99,0
2267,8,293.93,0
2267,9,320.0,0
2267,10,164.42,1
2267,11,307.94,0
2267,12,317.73,0
2268,1,316.36,0
2268,2,454.78,0
2268,3,308.66,0
2268,4,291.48,0
2268,5,300.96,0
2268,6,216.54,0
2268,7,307.89,0
2268,8,150.59,1
2268,9,175.0,1
2268,10,243.93,0
2268,11,88.54,1
2268,12,143.2,1
2269,1,307.1,0
2269,2,213.84,0
2269,3,339.34,0
2269,4,119.36,1
2269,5,295.13,0
2269,6,356.83,0
2269,7,287.32,0
2269,8,272.42,0
2269,9,280.75,0
2269,10,282.62,0
2269,11,316.36,0
2269,12,190.15,1
2270,1,102.73,1
2270,2,245.03,0
2270,3,435.87,0
2270,4,205.64,1
2270,5,313.9,0
2270,6,158.4,1
2270,7,281.33,1
2270,8,172.92,1
2270,9,239.8,0
2270,10,259.44,0
2270,11,271.04,0
2270,12,66.96,1
2271,1,309.96,0
2271,2,317.69,0
2271,3,219.99,0
2271,4,187.18,1
2271,5,298.77,0
2271,6,217.6,1
2271,7,283.34,0
2271,8,243.32,1
2271,9,184.88,1
2271,10,265.88,0
2271,11,204.27,0
2271,12,250.47,0
2272,1,298.95,0
2272,2,212.7,0
2272,3,337.86,0
2272,4,296.89,0
2272,5,319.36,0
2272,6,335.5,0
2272,7,208.52,0
2272,8,145.12,0
2272,9,306.65,0
2272,10,259.48,0
2272,11,348.3,0
2272,12,294.92,0
2273,1,336.76,0
2273,2,68.95,1
2273,3,285.41,0
2273,4,298.19,0
2273,5,248.25,0
2273,6,338.2,0
2273,7,156.03,0
2273,8,350.52,0
2273,9,68.18,1
2273,10,230.0,0
2273,11,192.94,1
2273,12,275.81,0
2274,1,369.37,0
2274,2,268.59,1
2274,3,382.81,0
2274,4,309.24,0
2274,5,325.69,0
2274,6,254.95,1
2274,7,56.98,1
2274,8,247.06,0
2274,9,254.71,0
2274,10,344.67,0
2274,11,121.11,1
2274,12,85.22,1
2275,1,374.02,0
2275,2,305.02,0
2275,3,186.84,1
2275,4,86.92,1
2275,5,233.16,1
2275,6,331.7,0
2275,7,294.38,0
2275,8,367.45,0
2275,9,103.69,1
2275,10,163.15,1
2275,11,379.97,0
2275,12,284.77,0
2276,1,296.42,0
2276,2,63.23,1
2276,3,226.08,1
2276,4,274.64,0
2276,5,266.0,0
2276,6,162.05,1
2276,7,293.68,0
2276,8,260.73,0
2276,9,104.74,1
2276,10,171.17,1
2276,11,347.28,0
2276,12,186.79,0
2277,1,253.66,1
2277,2,286.71,0
2277,3,351.04,0
2277,4,314.77,0
2277,5,287.32,0
2277,6,310.99,0
2277,7,212.0,1
2277,8,75.96,1
2277,9,332.77,0
2277,10,117.48,1
2277,11,257.99,0
2277,12,263.96,0
2278,1,222.29,0
2278,2,166.62,1
2278,3,147.91,1
2278,4,341.07,0
2278,5,147.7,1
2278,6,200.87,0
2278,7,272.12,0
2278,8,88.54,1
2278,9,266.72,0
2278,10,165.19,1
2278,11,146.67,1
2278,12,257.89,1
2279,1,78.55,1
2279,2,354.65,0
2279,3,176.01,1
2279,4,334.02,0
2279,5,135.95,1
2279,6,319.56,0
2279,7,339.24,0
2279,8,256.07,0
2279,9,167.88,1
2279,10,326.48,0
2279,11,223.5,1
2279,12,190.47,1
2280,1,201.27,1
2280,2,300.08,0
2280,3,408.12,0
2280,4,146.1,1
2280,5,209.58,1
2280,6,399.62,0
2280,7,291.98,0
2280,8,119.82,1
2280,9,137.42,1
2280,10,308.59,0
2280,11,71.12,1
2280,12,178.25,1
2281,1,365.44,0
2281,2,342.13,0
2281,3,181.84,0
2281,4,402.12,0
2281,5,314.68,0
2281,6,246.75,0
2281,7,162.58,1
2281,8,163.64,1
2281,9,216.72,0
2281,10,211.09,0
2281,11,332.52,0
2281,12,284.71,0
2282,1,202.95,1
2282,2,145.24,1
2282,3,202.43,1
2282,4,354.22,0
2282,5,256.97,1
2282,6,356.29,0
2282,7,275.28,0
2282,8,297.09,0
2282,9,196.45,1
2282,10,233.84,0
2282,11,221.43,0
2282,12,234.07,0
2283,1,73.17,1
2283,2,299.66,0
2283,3,297.53,0
2283,4,291.43,0
2283,5,120.04,1
2283,6,233.88,1
2283,7,245.48,0
2283,8,151.33,1
2283,9,199.15,1
2283,10,202.48,1
2283,11,181.47,1
2283,12,205.91,1
2284,1,347.23,0
2284,2,239.71,0
2284,3,283.84,0
2284,4,148.77,1
2284,5,320.74,0
2284,6,305.76,0
2284,7,117.68,1
2284,8,263.12,0
2284,9,291.22,0
2284,10,279.02,1
2284,11,251.48,0
2284,12,275.23,0
2285,1,353.87,0
2285,2,159.97,1
2285,3,315.36,0
2285,4,288.25,1
2285,5,319.99,0
2285,6,152.99,1
2285,7,234.59,0
2285,8,229.51,0
2285,9,185.74,1
2285,10,298.67,0
2285,11,363.15,0
2285,12,292.14,0
2286,1,245.31,0
2286,2,263.08,0
2286,3,251.82,0
2286,4,290.25,0
2286,5,327.34,0
2286,6,201.11,1
2286,7,289.62,0
2286,8,136.02,1
2286,9,173.74,1
2286,10,127.83,1
2286,11,284.04,0
2286,12,286.27,1
2287,1,358.14,0
2287,2,198.69,1
2287,3,310.67,0
2287,4,352.74,0
2287,5,345.02,0
2287,6,258.25,0
2287,7,289.65,0
2287,8,291.04,0
2287,9,296.98,0
2287,10,311.52,0
2287,11,309.21,0
2287,12,373.6,0
2288,1,372.3,0
2288,2,151.33,1
2288,3,352.12,0
2288,4,155.06,1
2288,5,155.26,1
2288,6,323.11,0
2288,7,241.72,0
2288,8,195.88,1
2288,9,230.04,1
2288,10,237.41,0
2288,11,322.42,0
2288,12,261.33,1
2289,1,236.35,1
2289,2,325.12,0
2289,3,370.33,0
2289,4,69.81,1
2289,5,313.48,0
2289,6,325.46,0
2289,7,332.2,0
2289,8,276.08,0
2289,9,254.67,1
2289,10,146.12,1
2289,11,298.95,0
2289,12,124.41,1
2290,1,264.84,0
2290,2,161.2,1
2290,3,366.2,0
2290,4,317.57,0
2290,5,181.05,1
2290,6,284.19,0
2290,7,229.05,1
2290,8,339.31,0
2290,9,128.07,1
2290,10,257.04,0
2290,11,340.0,0
2290,12,206.58,1
2291,1,302.72,0
2291,2,97.11,1
2291,3,150.35,1
2291,4,107.22,1
2291,5,335.9,0
2291,6,336.79,0
2291,7,173.55,1
2291,8,138.65,1
2291,9,222.08,0
2291,10,257.56,0
2291,11,250.31,0
2291,12,272.65,0
2292,1,345.31,0
2292,2,443.95,0
2292,3,185.98,1
2292,4,186.2,1
2292,5,362.84,0
2292,6,179.1,1
2292,7,303.53,0
2292,8,294.17,0
2292,9,168.87,0
2292,10,215.46,1
2292,11,301.74,0
2292,12,83.54,1
2293,1,75.21,1
2293,2,253.86,1
2293,3,234.43,1
2293,4,171.85,1
2293,5,114.99,1
2293,6,132.23,0
2293,7,321.67,0
2293,8,226.23,1
2293,9,255.58,0
2293,10,264.21,0
2293,11,295.15,0
2293,12,240.75,0
2294,1,272.03,0
2294,2,352.17,0
2294,3,309.92,1
2294,4,268.44,1
2294,5,149.1,1
2294,6,239.87,0
2294,7,283.87,0
2294,8,314.95,0
2294,9,294.36,0
2294,10,145.31,1
2294,11,299.84,0
2294,12,416.83,0
2295,1,261.86,1
2295,2,147.57,1
2295,3,282.98,0
2295,4,102.08,1
2295,5,108.1,1
2295,6,328.04,0
2295,7,246.19,0
2295,8,262.26,0
2295,9,232.17,1
2295,10,327.89,0
2295,11,274.97,0
2295,12,273.26,1
2296,1,139.3,1
2296,2,128.62,1
2296,3,159.79,1
2296,4,304.82,0
2296,5,313.08,0
2296,6,358.66,0
2296,7,291.93,0
2296,8,101.11,1
2296,9,169.71,0
2296,10,287.26,0
2296,11,269.49,0
2296,12,247.98,0
2297,1,393.36,0
2297,2,120.42,1
2297,3,339.79,0
2297,4,381.45,0
2297,5,386.48,0
2297,6,196.93,1
2297,7,89.64,1
2297,8,94.43,1
2297,9,362.86,0
2297,10,238.57,0
2297,11,314.45,0
2297,12,215.82,1
2298,1,82.27,1
2298,2,261.82,0
2298,3,290.83,0
2298,4,48.81,1
2298,5,278.04,1
2298,6,147.58,1
2298,7,310.5,0
2298,8,208.65,0
2298,9,255.36,0
2298,10,150.0,1
2298,11,350.67,0
2298,12,240.89,0
2299,1,316.49,0
2299,2,345.91,0
2299,3,102.9,1
2299,4,183.76,1
2299,5,267.72,0
2299,6,239.17,0
2299,7,362.35,0
2299,8,313.1,0
2299,9,262.28,0
2299,10,171.13,1
2299,11,234.91,0
2299,12,276.81,0
2300,1,312.08,0
2300,2,267.1,0
2300,3,284.79,0
2300,4,170.73,1
2300,5,54.41,1
2300,6,270.89,0
2300,7,227.23,0
2300,8,319.63,0
2300,9,170.9,1
2300,10,222.6,0
2300,11,364.26,0
2300,12,267.4,0
2301,1,120.3,1
2301,2,391.34,0
2301,3,357.97,0
2301,4,375.14,0
2301,5,322.56,0
2301,6,90.47,1
2301,7,118.07,1
2301,8,182.58,0
2301,9,339.76,0
2301,10,86.21,1
2301,11,213.66,1
2301,12,282.97,0
2302,1,213.22,1
2302,2,213.76,1
2302,3,224.07,0
2302,4,312.09,0
2302,5,327.71,0
2302,6,366.23,0
2302,7,336.49,0
2302,8,324.28,0
2302,9,223.32,0
2302,10,308.23,0
2302,11,234.12,1
2302,12,268.76,0
2303,1,57.8,1
2303,2,57.88,1
2303,3,152.54,1
2303,4,372.66,0
2303,5,432.24,0
2303,6,97.44,1
2303,7,324.65,0
2303,8,153.36,1
2303,9,264.12,0
2303,10,355.76,0
2303,11,249.16,0
2303,12,80.79,1
2304,1,139.69,1
2304,2,197.02,1
2304,3,150.21,0
2304,4,212.71,1
2304,5,122.69,1
2304,6,300.31,0
2304,7,167.07,1
2304,8,139.5,1
2304,9,170.76,0
2304,10,221.84,0
2304,11,273.35,0
2304,12,236.56,0
2305,1,247.99,0
2305,2,196.04,1
2305,3,259.84,1
2305,4,380.95,0
2305,5,173.3,1
2305,6,329.54,0
2305,7,257.85,0
2305,8,274.95,0
2305,9,225.55,1
2305,10,313.26,0
2305,11,79.39,1
2305,12,69.52,1
2306,1,74.01,1
2306,2,312.55,0
2306,3,212.76,1
2306,4,229.65,1
2306,5,298.39,0
2306,6,215.25,1
2306,7,365.15,0
2306,8,214.1,0
2306,9,89.95,1
2306,10,199.61,0
2306,11,250.97,0
2306,12,193.26,1
2307,1,143.2,0
2307,2,181.36,1
2307,3,234.49,1
2307,4,321.6,0
2307,5,363.22,0
2307,6,309.56,0
2307,7,315.1,0
2307,8,142.05,1
2307,9,210.56,1
2307,10,184.52,1
2307,11,307.29,0
2307,12,113.68,1
2308,1,324.93,0
2308,2,332.31,0
2308,3,212.35,1
2308,4,292.15,1
2308,5,172.25,1
2308,6,297.26,0
2308,7,248.16,0
2308,8,73.24,1
2308,9,372.6,0
2308,10,298.59,0
2308,11,284.18,0
2308,12,155.98,0
2309,1,329.12,0
2309,2,224.24,0
2309,3,337.06,0
2309,4,62.3,1
2309,5,375.75,0
2309,6,142.71,1
2309,7,207.47,1
2309,8,234.69,1
2309,9,97.96,1
2309,10,256.05,0
2309,11,235.09,0
2309,12,357.61,0
2310,1,162.45,1
2310,2,261.62,1
2310,3,219.05,0
2310,4,283.47,0
2310,5,347.13,0
2310,6,108.73,1
2310,7,84.92,1
2310,8,216.92,1
2310,9,358.82,0
2310,10,225.62,0
2310,11,339.36,0
2310,12,342.63,0
2311,1,301.06,0
2311,2,158.2,1
2311,3,261.07,0
2311,4,338.46,0
2311,5,138.63,1
2311,6,148.79,1
2311,7,232.03,0
2311,8,287.62,0
2311,9,318.31,0
2311,10,238.98,0
2311,11,193.22,0
2311,12,107.39,1
2312,1,303.0,0
2312,2,251.9,0
2312,3,142.27,1
2312,4,319.25,0
2312,5,210.09,1
2312,6,183.43,1
2312,7,196.14,1
2312,8,289.39,0
2312,9,263.52,1
2312,10,164.68,1
2312,11,140.04,1
2312,12,236.13,1
2313,1,96.15,1
2313,2,338.68,0
2313,3,182.33,1
2313,4,367.0,0
2313,5,248.8,0
2313,6,387.98,0
2313,7,261.72,0
2313,8,246.87,0
2313,9,123.87,1
2313,10,232.99,1
2313,11,132.89,1
2313,12,357.82,0
2314,1,194.92,0
2314,2,233.86,0
2314,3,152.58,1
2314,4,349.77,0
2314,5,398.79,0
2314,6,257.35,1
2314,7,282.44,0
2314,8,308.6,0
2314,9,191.56,0
2314,10,222.37,1
2314,11,227.73,0
2314,12,153.2,1
2315,1,248.0,0
2315,2,382.78,0
2315,3,376.92,0
2315,4,135.86,1
2315,5,172.9,1
2315,6,327.39,0
2315,7,148.35,1
2315,8,307.57,0
2315,9,291.14,0
2315,10,295.8,0
2315,11,278.54,0
2315,12,339.54,0
2316,1,268.94,0
2316,2,203.99,1
2316,3,364.28,0
2316,4,434.35,0
2316,5,224.75,1
2316,6,71.37,1
2316,7,212.8,1
2316,8,100.84,1
2316,9,238.38,0
2316,10,127.92,1
2316,11,252.96,0
2316,12,181.35,1
2317,1,279.39,0
2317,2,255.97,1
2317,3,128.74,1
2317,4,393.76,0
2317,5,45.43,1
2317,6,355.78,0
2317,7,348.53,0
2317,8,230.9,0
2317,9,306.77,0
2317,10,335.98,0
2317,11,297.32,0
2317,12,202.94,0
2318,1,239.23,1
2318,2,274.69,0
2318,3,346.65,0
2318,4,231.28,0
2318,5,308.18,0
2318,6,325.88,0
2318,7,277.07,1
2318,8,304.09,0
2318,9,343.07,0
2318,10,284.5,0
2318,11,293.52,0
2318,12,282.79,0
2319,1,73.68,1
2319,2,260.3,1
2319,3,137.85,1
2319,4,382.91,0
2319,5,361.82,0
2319,6,165.77,1
2319,7,334.68,0
2319,8,119.41,1
2319,9,106.22,1
2319,10,180.35,1
2319,11,221.29,1
2319,12,292.58,0
2320,1,458.61,0
2320,2,301.75,0
2320,3,242.28,1
2320,4,372.68,0
2320,5,341.87,0
2320,6,196.88,1
2320,7,311.45,0
2320,8,124.96,1
2320,9,275.06,0
2320,10,317.09,0
2320,11,271.82,0
2320,12,260.51,0
2321,1,215.43,1
2321,2,216.7,1
2321,3,74.15,1
2321,4,207.47,1
2321,5,72.1,1
2321,6,210.09,0
2321,7,65.4,1
2321,8,284.57,0
2321,9,323.24,0
2321,10,280.2,0
2321,11,358.53,0
2321,12,217.36,1
2322,1,357.71,0
2322,2,271.87,1
2322,3,236.5,0
2322,4,414.23,0
2322,5,119.34,1
2322,6,211.99,1
2322,7,270.31,0
2322,8,246.42,1
2322,9,231.72,0
2322,10,78.93,1
2322,11,362.6,0
2322,12,301.09,0
2323,1,144.53,1
2323,2,300.91,1
2323,3,243.63,1
2323,4,209.15,1
2323,5,171.62,1
2323,6,132.08,1
2323,7,244.49,1
2323,8,252.59,0
2323,9,264.83,0
2323,10,277.76,1
2323,11,287.9,0
2323,12,276.75,0
2324,1,413.51,0
2324,2,145.55,1
2324,3,289.69,0
2324,4,351.07,0
2324,5,197.51,1
2324,6,320.69,0
2324,7,239.73,0
2324,8,306.3,0
2324,9,161.27,1
2324,10,257.79,1
2324,11,260.88,1
2324,12,406.22,0
2325,1,175.21,1
2325,2,311.1,0
2325,3,358.12,0
2325,4,318.51,0
2325,5,187.04,1
2325,6,270.98,0
2325,7,272.97,0
2325,8,293.61,0
2325,9,190.47,0
2325,10,255.16,0
2325,11,206.73,0
2325,12,299.04,1
2326,1,301.9,0
2326,2,387.57,0
2326,3,421.12,0
2326,4,313.22,0
2326,5,200.53,1
2326,6,306.35,0
2326,7,382.44,0
2326,8,218.02,1
2326,9,148.9,1
2326,10,290.84,0
2326,11,259.92,0
2326,12,273.15,0
2327,1,108.13,1
2327,2,150.12,1
2327,3,341.1,0
2327,4,317.06,0
2327,5,241.52,1
2327,6,286.38,0
2327,7,323.93,0
2327,8,284.82,0
2327,9,289.82,0
2327,10,267.36,0
2327,11,226.17,1
2327,12,280.4,0
2328,1,216.23,1
2328,2,213.77,1
2328,3,168.88,1
2328,4,323.99,0
2328,5,304.47,0
2328,6,252.66,0
2328,7,132.4,1
2328,8,101.91,1
2328,9,194.79,0
2328,10,186.75,1
2328,11,63.23,1
2328,12,118.17,1
2329,1,281.22,0
2329,2,299.63,0
2329,3,116.55,1
2329,4,299.0,0
2329,5,139.3,1
2329,6,284.04,0
2329,7,287.01,0
2329,8,322.47,0
2329,9,339.36,0
2329,10,70.65,1
2329,11,229.58,0
2329,12,334.6,0
2330,1,352.16,0
2330,2,280.02,0
2330,3,244.03,1
2330,4,110.13,1
2330,5,295.6,0
2330,6,265.55,0
2330,7,258.11,0
2330,8,255.96,1
2330,9,220.98,0
2330,10,101.66,1
2330,11,210.39,1
2330,12,142.16,1
2331,1,102.94,1
2331,2,292.69,0
2331,3,296.87,0
2331,4,185.35,1
2331,5,282.96,1
2331,6,370.88,0
2331,7,187.37,0
2331,8,299.39,0
2331,9,239.3,0
2331,10,129.71,1
2331,11,285.65,0
2331,12,276.53,0
2332,1,275.41,1
2332,2,337.62,0
2332,3,329.13,0
2332,4,298.45,0
2332,5,171.05,1
2332,6,220.7,0
2332,7,348.36,0
2332,8,273.58,0
2332,9,61.89,1
2332,10,205.07,1
2332,11,202.99,1
2332,12,140.22,1
2333,1,293.62,0
2333,2,306.66,0
2333,3,379.66,0
2333,4,258.99,1
2333,5,287.24,0
2333,6,207.03,1
2333,7,329.02,0
2333,8,177.13,1
2333,9,152.58,1
2333,10,136.59,1
2333,11,172.33,1
2333,12,225.06,0
2334,1,256.22,0
2334,2,356.69,0
2334,3,224.08,1
2334,4,186.06,1
2334,5,163.35,1
2334,6,342.64,0
2334,7,144.48,1
2334,8,282.47,0
2334,9,251.99,0
2334,10,330.99,0
2334,11,269.44,0
2334,12,355.0,0
2335,1,104.09,1
2335,2,259.29,1
2335,3,332.67,0
2335,4,153.42,1
2335,5,297.03,0
2335,6,338.66,0
2335,7,325.86,0
2335,8,224.5,1
2335,9,92.31,1
2335,10,258.22,0
2335,11,197.73,1
2335,12,327.71,0
2336,1,191.73,1
